model_name,method,sequence_length,designed_bits,stored_mb,designed_data_mb,designed_meta_mb,designed_footprint_mb,note,file_name,benchmark,seq_len,logit_cosine_similarity,logit_top1_match_rate,top1_mismatch_positions_head32,logit_top5_overlap_rate,kv_cosine_similarity,kv_relative_mse,evaluated_seq_len,task,num_samples,max_ctx_tokens,longbench_qasper_f1,samples,context_len,depths,trials_per_depth,n_trials,n_success,niah_success_rate,trials,stride,perplexity,prefill_time_sec,decode_time_sec,generated_tokens,tokens_per_second,warmup_runs,measure_runs,all_prefill_runs,all_decode_runs,fp16_baseline_mb,designed_compression_ratio,calculation_type,overall_pass,results,checks
mistralai/Mistral-7B-Instruct-v0.3,fp16,8192.0,16.0,,1024.0,0.0,1024.0,,mistralai_Mistral-7B-Instruct-v0.3_fp16_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,1.0,analytical,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,8192.0,3.0,528.0,192.0,16.0,208.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_fidelity.json,fidelity,1024.0,0.9836963415145874,92.578125,"[7, 8, 11, 18, 41, 46, 57, 65, 72, 75, 79, 86, 127, 169, 172, 184, 185, 187, 189, 198, 199, 201, 202, 211, 217, 226, 227, 234, 237, 238, 245, 254]",71.44531011581421,0.8978664251044393,0.44590260786935687,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.2581981228151441,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'The ground truth for fake news in our dataset was established by an expert manually inspecting the text field within the tweets. The expert was asked to label the', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.2702702702702703}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'GhostVLAD is a pooling strategy for language identification that was originally developed for face recognition. It is an extension of the NetVLAD approach, which is', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.24}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': 'Their model outperforms the state-of-the-art methods by 68.8% to 71.8%.\n\nQuestion:', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.30769230769230765}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'In addition to the original tweet, we propose the use of context tweets, which are tweets that directly reply to or quote the original tweet.', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.21621621621621623}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'They looked at pages such as Fox News, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.5531914893617021}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes.\n\nQuestion: How many hashtags are in the SemEval dataset?\nAnswer: 12,594.', 'references': ['Yes', 'Yes'], 'qa_f1': 0.15384615384615385}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The proposed evaluation is based on the concept of peer evaluation, where the annotations are evaluated by other workers.\n\nQuestion: What is the main contribution of', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.05}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'The datasets used for evaluation are CNN/DailyMail, NYT, and XSum.\n\nQuestion: What is the difference between extractive and abstract', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.2857142857142857}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach employs a KL divergence based energy function for capturing multi-sense word embeddings. The KL divergence is a', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.060606060606060615}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'The ensemble is formed by averaging the predictions from the constituent single models. The single models are selected using the following algorithm.\nThe algorithm starts with the', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.4444444444444444}]",,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,5.0,0.2,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': '513653999.', 'success': True}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': '913847339.', 'success': True}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': '551585301.', 'success': True}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': '14369773', 'success': False}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': 'The secret key for HPC cluster access is 378000', 'success': False}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': 'The secret key for HPC cluster access is 648977', 'success': False}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': 'The secret key for HPC cluster access is 621760', 'success': False}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': 'The secret key for HPC cluster access is 534794', 'success': False}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': 'The secret key for HPC cluster access is 941597', 'success': False}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': 'The secret key for HPC cluster access is 991047', 'success': False}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': 'The secret key for HPC cluster access is 425679', 'success': False}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': '611742081.', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': '484452877.', 'success': False}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': 'The secret key for HPC cluster access is 726401', 'success': False}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': 'The secret key for HPC cluster access is 334551', 'success': False}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': 'The secret key for HPC cluster access is 641903', 'success': False}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': '249544006.', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': 'The secret key for HPC cluster access is 402621', 'success': False}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': 'The secret key for HPC cluster access is 250050', 'success': False}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': 'The secret key for HPC cluster access is 911538', 'success': False}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': 'The secret key for HPC cluster access is 201823', 'success': False}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': 'The secret key for HPC cluster access is 763968', 'success': False}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': 'The secret key for HPC cluster access is 958351', 'success': False}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': 'The secret key for HPC cluster access is 368979', 'success': False}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': 'The secret key for HPC cluster access is 671835', 'success': False}]",,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,5.35711669921875,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.2968,1.735,32.0,18.44,1.0,3.0,"[1.297, 1.2968, 1.2965]","[1.7371, 1.7347, 1.735]",,,,,,
mistralai/Mistral-7B-Instruct-v0.3,hyper_quant,8192.0,3.0,,192.0,16.0,208.0,,mistralai_Mistral-7B-Instruct-v0.3_hyper_quant_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,4.92,analytical,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,8192.0,3.0,1208.0,192.0,704.0,896.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_fidelity.json,fidelity,1024.0,0.998637855052948,97.8515625,"[57, 65, 79, 201, 211, 212, 237, 254, 272, 280, 289, 292, 314, 332, 334, 342, 456, 463, 480, 482, 488, 729]",93.59375238418579,0.986952543258667,0.15589764958713204,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.28133147706218853,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'The ground truth for fake news was established by an expert who manually inspected the text field within the tweets to label them as containing fake news, or not', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.2702702702702703}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'GhostVLAD is an extension of the NetVLAD approach, which was originally proposed for face recognition. GhostVLAD works exactly similar to NetVLAD except', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.29787234042553196}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': 'The proposed model outperforms the previous state-of-the-art methods by 68.8% to 71.8% when applied', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.3448275862068965}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'In addition to the original tweet, the context tweet is proposed as an additional feature. The context tweet is the tweet that the original tweet', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.16216216216216217}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'They looked at FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.6818181818181818}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes, the hashtag dataset contains only English data. The SemEval dataset contains data in multiple languages, but we only used the English data for our experiments', 'references': ['Yes', 'Yes'], 'qa_f1': 0.07407407407407407}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The evaluation is based on the agreement of multiple crowdworkers.\n\nQuestion: What is the main difference between the proposed task and traditional summarization tasks?', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.052631578947368425}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'The datasets used for evaluation are CNN/DailyMail news highlights dataset, New York Times Annotated Corpus (NYT), and XSum.', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.7058823529411765}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach, GM$\\_$KL, is a Gaussian mixture model using KL divergence as energy function for learning multi-sense word embedding', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.12121212121212123}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'They started with the best performing model according to validation performance. Then in each step they tried adding the best performing model that had not been previously tried. They kept', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.10256410256410256}]",,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,19.0,0.76,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': 'The secret key for HPC cluster access is 513653', 'success': False}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': 'The secret key for HPC cluster access is 913847', 'success': False}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': 'The secret key for HPC cluster access is 551585', 'success': False}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': '143469773', 'success': True}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': '378009742', 'success': True}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': '648977048', 'success': True}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': 'The secret key for HPC cluster access is 621760', 'success': False}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': 'The secret key for HPC cluster access is 534794', 'success': False}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': '941597326', 'success': True}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': '991047768', 'success': True}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': '425679554', 'success': True}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': '611742081', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': '484452587', 'success': True}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': 'The secret key for HPC cluster access is 726401', 'success': False}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': '334551094', 'success': True}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': '641903389', 'success': True}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': '249544006', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': '402621084', 'success': True}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': '250050891.', 'success': True}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': '911538590', 'success': True}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': '201823753', 'success': True}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': '763968655', 'success': True}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': '958351976', 'success': True}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': '368979133', 'success': True}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': '671835844.', 'success': True}]",,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,4.92764139175415,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.3771,2.2435,32.0,14.26,1.0,3.0,"[1.3774, 1.3771, 1.377]","[2.2441, 2.2435, 2.2399]",,,,,,
mistralai/Mistral-7B-Instruct-v0.3,rotor_quant,8192.0,3.0,,192.0,704.0,896.0,,mistralai_Mistral-7B-Instruct-v0.3_rotor_quant_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,1.14,analytical,,,
mistralai/Mistral-7B-Instruct-v0.3,,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_sanity_ultra.json,sanity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"{'ultra_hp_bypass_generation': {'generated_ids_fp16': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'generated_ids_hp_bypass': [23423, 1151, 22031, 23367, 2059, 2963, 4408, 1072, 1704, 1370, 1812, 29491, 2], 'token_match_rate_vs_fp16': 1.0, 'criterion': 'token_match_rate >= 0.9 (lossless rotation/scale round-trip; FP4 grid snap bypassed)', 'pass': True}, 'ultra_native_4bit_roundtrip': {'rel_l2': 0.11036468406841654, 'index_min': 0, 'index_max': 15, 'index_in_range': True, 'criterion': 'rel_l2 < 0.4 and all indices in [0, 15]', 'pass': True}}"
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,8192.0,3.0,528.0,192.0,16.0,208.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,,,,,,,logit_* は最終 logits 空間、kv_* はキャッシュ K/V ベクトル空間の忠実度,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_fidelity.json,fidelity,1024.0,0.985630214214325,93.06640625,"[7, 22, 32, 41, 42, 47, 55, 59, 65, 75, 79, 86, 122, 125, 127, 168, 169, 172, 185, 187, 198, 201, 202, 203, 217, 226, 237, 238, 245, 258, 260, 263]",73.49609136581421,0.9170075245201588,0.3992758793756366,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_longbench.json,longbench,,,,,,,,,qasper,10.0,6144.0,0.3135075979870031,"[{'index': 0, 'question': 'How is the ground truth for fake news established?', 'prediction': 'In our study, the ground truth was established by an expert.\n\nQuestion: How do you define fake news?\nAnswer: In our study,', 'references': ['Ground truth is not established in the paper'], 'qa_f1': 0.3333333333333333}, {'index': 1, 'question': 'What is the GhostVLAD approach?', 'prediction': 'GhostVLAD is an extension of the NetVLAD approach, which was initially developed for place recognition. The GhostVLAD model works exactly similar to NetVL', 'references': ['extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.'], 'qa_f1': 0.2916666666666667}, {'index': 2, 'question': 'By how much does their model outperform the state of the art results?', 'prediction': 'The proposed model outperforms the previous best-performing model (3CNN-LSTM10H) by 68.8% to', 'references': ['the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)'], 'qa_f1': 0.3703703703703704}, {'index': 3, 'question': 'What additional features and context are proposed?', 'prediction': 'In addition to the original text, we propose using context tweets, which are the tweets that the abusive tweet is replying to or quoting', 'references': ['using tweets that one has replied or quoted to as contextual information', 'text sequences of context tweets'], 'qa_f1': 0.2777777777777778}, {'index': 4, 'question': 'Which Facebook pages did they look at?', 'prediction': 'The Facebook pages used in this work are: FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post, The Guardian', 'references': ['FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney', 'FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.'], 'qa_f1': 0.5217391304347826}, {'index': 5, 'question': 'Do the hashtag and SemEval datasets contain only English data?', 'prediction': 'Yes, the hashtag dataset contains only English data. The SemEval dataset contains data in multiple languages.\n\nQuestion: How does the pairwise neural', 'references': ['Yes', 'Yes'], 'qa_f1': 0.08695652173913045}, {'index': 6, 'question': 'What type of evaluation is proposed for this task?', 'prediction': 'The proposed evaluation is based on the comparison of the automatically generated concept maps with the gold-standard concept maps.\n\nQuestion: What is the size of the', 'references': ['Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2'], 'qa_f1': 0.1}, {'index': 7, 'question': 'What are the datasets used for evaluation?', 'prediction': 'The datasets used for evaluation include the CNN/DailyMail news highlights dataset, the New York Times Annotated Corpus (NYT), and XSum', 'references': ['CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum', 'the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22'], 'qa_f1': 0.7222222222222223}, {'index': 8, 'question': 'How does this approach compare to other WSD approaches employing word embeddings?', 'prediction': 'The proposed approach is a variant of word embedding model which captures multi-sense word representation. It is different from other WSD approaches such as BIB', 'references': ['GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.'], 'qa_f1': 0.052631578947368425}, {'index': 9, 'question': 'How does their ensemble method work?', 'prediction': 'Their ensemble method works by averaging the predictions from the constituent models. They start with the best performing model according to validation performance. Then in each step they', 'references': ['simply averaging the predictions from the constituent single models'], 'qa_f1': 0.3783783783783784}]",,,,,,,,,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_niah.json,niah,,,,,,,,,,,,,,8192.0,"[0.1, 0.3, 0.5, 0.7, 0.9]",5.0,25.0,16.0,0.64,"[{'depth': 0.1, 'trial': 0, 'secret_key': 513653999, 'response': '5136539999\n\nThe history of', 'success': True}, {'depth': 0.1, 'trial': 1, 'secret_key': 913847339, 'response': '9138473339.', 'success': False}, {'depth': 0.1, 'trial': 2, 'secret_key': 551585301, 'response': '551585301', 'success': True}, {'depth': 0.1, 'trial': 3, 'secret_key': 143469773, 'response': '143469773.', 'success': True}, {'depth': 0.1, 'trial': 4, 'secret_key': 378009742, 'response': '378009742.', 'success': True}, {'depth': 0.3, 'trial': 0, 'secret_key': 648977048, 'response': '648977048.', 'success': True}, {'depth': 0.3, 'trial': 1, 'secret_key': 621760889, 'response': '621760889.', 'success': True}, {'depth': 0.3, 'trial': 2, 'secret_key': 534794718, 'response': '534794718', 'success': True}, {'depth': 0.3, 'trial': 3, 'secret_key': 941597326, 'response': 'The secret key for HPC cluster access is 941597', 'success': False}, {'depth': 0.3, 'trial': 4, 'secret_key': 991047768, 'response': 'The secret key for HPC cluster access is 991047', 'success': False}, {'depth': 0.5, 'trial': 0, 'secret_key': 425679554, 'response': '425679554.', 'success': True}, {'depth': 0.5, 'trial': 1, 'secret_key': 611742081, 'response': '611742081', 'success': True}, {'depth': 0.5, 'trial': 2, 'secret_key': 484452587, 'response': '484452587', 'success': True}, {'depth': 0.5, 'trial': 3, 'secret_key': 726401695, 'response': '726401695.', 'success': True}, {'depth': 0.5, 'trial': 4, 'secret_key': 334551094, 'response': '334551094.', 'success': True}, {'depth': 0.7, 'trial': 0, 'secret_key': 641903389, 'response': '64190389.', 'success': False}, {'depth': 0.7, 'trial': 1, 'secret_key': 249544006, 'response': '249544006.', 'success': True}, {'depth': 0.7, 'trial': 2, 'secret_key': 402621084, 'response': '402621084.', 'success': True}, {'depth': 0.7, 'trial': 3, 'secret_key': 250050891, 'response': 'The secret key for HPC cluster access is 250050', 'success': False}, {'depth': 0.7, 'trial': 4, 'secret_key': 911538590, 'response': '911538590.', 'success': True}, {'depth': 0.9, 'trial': 0, 'secret_key': 201823753, 'response': 'The secret key for HPC cluster access is 201823', 'success': False}, {'depth': 0.9, 'trial': 1, 'secret_key': 763968655, 'response': '7639655\n\nThe secret key for HPC', 'success': False}, {'depth': 0.9, 'trial': 2, 'secret_key': 958351976, 'response': 'The secret key for HPC cluster access is 958351', 'success': False}, {'depth': 0.9, 'trial': 3, 'secret_key': 368979133, 'response': '368979133', 'success': True}, {'depth': 0.9, 'trial': 4, 'secret_key': 671835844, 'response': 'The secret key for HPC cluster access is 671835', 'success': False}]",,,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,,,,,,,,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_ppl.json,ppl,2048.0,,,,,,,,,,,,,,,,,,,,512.0,5.219613552093506,,,,,,,,,,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,8192.0,,,,,,中央値。カーネル非改変のため量子化オーバーヘッド込みの速度であり、高速化の主張はできない。,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_speed.json,speed,,,,,,,,,,,,,,,,,,,,,,,1.2473,1.1662,32.0,27.44,1.0,3.0,"[1.2473, 1.2473, 1.2468]","[1.1661, 1.1664, 1.1662]",,,,,,
mistralai/Mistral-7B-Instruct-v0.3,turbo_quant,8192.0,3.0,,192.0,16.0,208.0,,mistralai_Mistral-7B-Instruct-v0.3_turbo_quant_theoretical.json,theoretical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,4.92,analytical,,,
mistralai/Mistral-7B-Instruct-v0.3,ultra_quant,8192.0,4.0,528.0,256.0,16.0,272.0,stored_mb は簡易実装(int8保存)の実占有で設計ビットを反映しない。designed_footprint_mb は(designed_bits基準データ+実装メタデータ)の解析値。,mistralai_Mistral-7B-Instruct-v0.3_ultra_quant_compression.json,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
